curtain hanging from wall in wall-door-door-door-door,curtain attached to wall-tile
pavement--mergedgedgedgedgedgedgedgedged-,pavement-merged attached to road
person holding teddy bear,person holding cup
elephant looking at at elephant at elephant,elephant beside elephant
person playing skateboardboardboardboardboardboardboardboardboardboardboardboard,person playing skateboard
elephant standing on tree in tree---mergedgedgedged,elephant in front of tree-merged
person holding cell phone cell phone phone phone phone,person on cell phone
person beside person beside person,person in front of person
person looking at front of net net net net net,person wearing person
horse wearing horsebrush horsebrushbrushbrushbrushbrush,horse beside horse
person beside person beside,person looking at person
person standing on grass on grass-merged-merged,person standing on grass-merged
person walking on pavement on pavement- pavement- pavement-,person walking on floor-other-merged
person standing in grass on dirt--mergedgedgedgedgedged,person standing on dirt-merged
river-water beside river beside rock-rock-rock-rock-,water-other beside dirt-merged
cardboard hanging from cabinet in cabinet- cabinet- cabinet- cabinet,light enclosing door-stuff
rock-tree-gedgedgedgedgedged grass grass grass grass grass,rock-merged in front of dirt-merged
person holding knife to knife,person holding food-other-merged
person standing on suitcase,person carrying handbag
tree-tree-tree beside building beside building building-otherotherotherother,tree-merged in front of building-other-merged
person looking at at sports ball sports ball ball ball ball ball ball ball ball,person looking at sports ball
grass-mer-gedgedgedgedgedged-mer-mermer,grass-merged attached to tree-merged
kite flying over snow over snow-merged-mergedgedged,kite flying over sand
person carrying backpack carrying handbag,horse pulling person
person painted on wall beside mirror beside wall-tile-tile-tile-,person in mirror-stuff
curtain hanging from wall from wall-otherotherotherotherotherotherother,curtain hanging from wall-other-merged
bird painted on fence beside rock-----gedgedgedged,banana attached to banana
person playing skisisisisis,person wearing skis
wall----mer-mer- on back of person on,wall-other-merged on person
building-other---mer-mer-other-otherotherother,wall-other-merged in fence-merged
sheep in front of house of house of house of house,sheep looking at car
bowl attached to bowl beside bowl beside bowl beside bowl beside bowl,cup attached to bowl
bowl on dining table beside dining table beside table,bowl on dining table
pavement in-mergedgedgedgedgedgedgedgedgedged,snow in front of tree-merged
person sitting on couch on couch,pillow on couch
kite flying over sky over kite kite kite kite k,person in sea
bus driving on road on road,bus driving on road
person sitting on bus on bus,person sitting on bus
light hanging from ceiling from ceiling from ceiling frommergedgedged,light hanging from ceiling-merged
car driving on road on road,car going down road
person looking at person at person,person looking at person
person looking at at person at person,person looking at person
person standing on pavement on road pavement pavement pavement pavement,person walking on pavement-merged
person standing on snow----mergedgedgedgedgedged,person in front of mountain-merged
zebra standing on grass grass grass grass grassgedgedgedgedgedged,zebra eating mountain-merged
tree-tree in front of building beside building building building building-otherother,tree-merged enclosing house
dog sitting on couch on couch,dog on couch
truck parked on road on road,car on road
horse walking on dirt dirt dirt dirt dirt dirtgedgedgedgedgedged,elephant walking on dirt-merged
cow standing on dirt floor on dirt-merged-merged-mer,sports ball on dirt-merged
person sitting on chair on chair,person on bench
blanket beside suitcase beside person beside person,bench carrying handbag
grass-mer-mergedgedgedgedged front of person person,grass-merged beside person
fence---gedence enclosing enclosing zebra enclosing,fence-merged attached to zebra
person holding fork at phone,person eating food-other-merged
banana hanging from building building building building building building building building building building building,bird parked on building-other-merged
person sitting on train platform beside train,wall-other-merged beside train
platform beside person in front of person beside person,wall-other-merged beside person
person looking at person at,person looking at person
sky-other----mer-merged tree-tree-,sky-other-merged over tree-merged
elephant walking on dirt pavement on dirt-mergedgedgedgedged,elephant standing on sand
person touching bowl of bowl,person looking at bowl
clock on building on building on building on-otherotherotherotherotherother,banner hanging from building-other-merged
person on surfboardboardboardboardboardboardboardboardboard,person playing surfboard
person lying on bed on bed,person lying on bed
person on snowboardboardboardboardboardboardboardboardboardboard,person playing snowboard
motorcyclecycle driving on road on road,motorcycle driving on road
person on skis skisisisis,person wearing skis
building-other-other-other road beside road beside road beside road,building-other-merged enclosing road
person playing with teddy bear person person person,person looking at person
person wearing baseball glove glove glove glove glove glove,person holding dog
person wearing baseball glove glove glove glove glove glove glove glove,person wearing baseball glove
horse standing on grass grass grass grass grass grassgedgedgedgedgedged,horse on grass-merged
horse in front of grass beside grass beside-mergedgedgedgedged,horse standing on grass-merged
sky-other-sky-sky over mountain mountain mountain mountain mountain mountain mountain,sky-other-merged over mountain-merged
building-other----mer-mer-mer-mer-,building-other-merged beside person
fork attached to dining table dining table table table table,food-other-merged on dining table
person holding cup of,person eating banana
person standing on playing playing playingfieldfieldfieldfieldfieldfield,person jumping over playingfield
grass-tile floor on floor on floor floor-otherotherotherothermer,dining table on table-merged
person holding knife to toothbrush,person holding toothbrush
sky-other-other-other-other person-other person,sky-other-merged over person
horse running on dirt dirt dirt dirt dirtmermergedgedgedgedged,horse running on sand
elephant looking at fence fence fence fence fence fencegedgedgedgedged,elephant beside wall-wood
toilet paper over counter beside toilet paper towel towel towel towel,window-other over toilet
person holding tennis racket racket racket racket racket racket racket racket racket racket racket racket,person holding tennis racket
person playing skateboardboardboardboardboardboardboardboardboardboardboard,person on skateboard
food on paper towel attached to cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard,food-other-merged on paper-merged
person looking at at person at,person looking at person
zebra standing on dirt pavement on dirt-merged-mergedged,zebra looking at dirt-merged
car beside person beside person beside,car beside person
sports standing on playing playing playing playingfieldfieldfieldfieldfieldfieldfieldfield,tennis racket over playingfield
person holding remote to remote,person holding remote
person holding baseball bat bat bat bat bat,person playing baseball bat
person holding handbagbagbagbagbagbagbagbagbagbag,person carrying handbag
person jumping from platform over pavement pavement pavement pavement pavement pavementgedgedgedged,person jumping from pavement-merged
person holding umbrella,person holding umbrella
person looking at at platform at platform platform platform platform platform platform platform platform platform,person jumping from pavement-merged
sports ball on pavement pavement pavement pavement pavement pavementgedgedgedgedgedged,sports ball on pavement-merged
sky-other-other-sky over-other-other-other-,sky-other-merged over tree-merged
banner hanging from building from building building-otherotherotherotherothermer,banner hanging from building-other-merged
person looking at horse at horse,person looking at person
skis driving down snow on snow,skis driving on snow
dog on pavement beside pavement beside-merged-gedgedgedgedged,dog standing on pavement-merged
car parked on pavement beside pavement beside-mergedgedgedgedgedged,car driving on road
kite flying over kite over kite,kite over person
banana in front of front of of of,banana in front of person
kite flying over sky over kite-otherotherotherotherothermer,airplane crossing sky-other-merged
person looking at person at person,person talking to person
rug-wood floor on floor on floor floor-wood floor-wood,floor-other-merged on floor-wood
person walking on on road on road,person crossing pavement-merged
kite flying over sky over kite-otherotherotherotherothermer,kite in sky-other-merged
person on horse on gravel,person looking at dog
person looking at at cell phone,person looking at cell phone
person on surfboardboardboardboardboardboardboardboardboard,person standing on surfboard
playing on playing on playingfield playingfieldfieldfieldfieldfield,person attached to playingfield
dog lying on floor floor floor floor floor floor floor,dog standing on floor-wood
motorcyclecycle in front of mountain of mountain mountain mountain mountain mountain mountain,motorcycle in front of mountain-merged
dog standing on floor floor floor floor floor floor floor floor floor floor floor,dog standing on floor-other-merged
rockebra in front of front of tree in tree-mergedgedged,zebra in front of tree-merged
tree-tree in front of front of tree beside tree beside treegedged,tree-merged in front of elephant
person sitting on pavement on pavement-merged-merged-merged,bed on blanket
sky-other----mer- over-bag over,sky-other-merged over car
person wearing tie,person beside person
person lying on surfboard,person holding surfboard
car parked on road on road,car parked on road
person touching bowl of bowl,person eating bowl
car parked on grass beside grass beside grass grass grass grass grass grass grass grass,person standing on grass-merged
person holding cell phone at handbagbagbagbag,handbag touching handbag
bowl on dining table on table,cup on dining table
flower in front of building beside building beside building beside-otherotherotherother,banana hanging from wall-other-merged
sky-other-other-sky overcast overcast overcast,sky-other-merged over road
motorcyclecyclecycle parked on gravel road road road road road,motorcycle parked on road
person in front of tree in tree tree tree tree tree tree tree,person in front of tree-merged
car beside car beside car beside car,car in front of car
person beside person beside,person attached to person
person playing with skisis,person carrying backpack
skis on snow on snow,skis on snow
cow standing on dirt on dirt-merged-mergedgedgedged,elephant standing on dirt-merged
person beside bicycle beside,person looking at bicycle
person lying on bed on bed,person lying on bed
light over window over person over person over person,light in front of person
sky-other-other-sky over sea over sea,sky-other-merged over sea
person walking on pavement on pavement-merged-merged,person walking on pavement-merged
person holding to person person,person leaning on surfboard
grass-grass enclosinggedgedgedged beside rock fence fence-mer,grass-merged in front of fence-merged
sky-ceiling overcast overcast overcast over,sky-other-merged over person
person riding motorcycle on motorcycle,person riding motorcycle
person looking at at person at person at,person looking at person
person in front of wall beside-otherotherotherotherotherothermerged,person in fence-merged
person beside bus beside bus,person entering bus
person carrying handbagbagbagbagbagbagbagbag,person carrying handbag
person standing on skateboardboardboardboardboardboardboard,person standing on skateboard
person sitting on bench on,person on bench
truck parked on pavement beside road,truck parked on road
person holding knife knife knife knife knife knife,person eating spoon
snow on snow on snow on snow,tree-merged on snow
person standing on grass grass grass grass grassgedgedgedgedgedged,person standing on grass-merged
light over person beside person beside person beside,light over person
person in front of sea,person in sea
keyboard attached to table on----,laptop over table-merged
person wearing baseball glove glove glove glove glove glove,person wearing baseball glove
light over chair beside tv,tv beside tv
tree-treegedmergedgedged pavement beside pavement-mergedged,tree-merged beside pavement-merged
person beside stairs beside stairs beside stairs stairs stairs stairs,person talking to person
person in front of wall of wall wallotherotherotherotherothermermer,person in front of wall-other-merged
person sitting on couch wearing handbag,person in front of person
person standing on pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person walking on dirt-merged
person in front of front of wall wall wall- wall- wall-,person in front of wall-other-merged
zebra standing on grass on grass-mergedgedgedgedgedged,zebra standing on grass-merged
person sitting on surfboard,person riding boat
sky-other-othersky overcast overcast overcast overcast,sky-other-merged on skis
person holding cell phone phone,person looking at cell phone
cow standing on grass on grass on-mergedgedgedgedgedged,tree-merged on grass-merged
person looking at person at,person beside person
window-blind in front of window beside dining table table table table table table,window-other sitting on dining table
curtain hanging from wall beside window beside wallotherotherotherotherother,curtain in front of window-other
skis on snow on snow,skis in snow
grass-grass encl-gedgedgedged on road road,dirt-merged attached to road
stairs beside person beside person beside person beside,dining table in front of person
sky-other---sky overcast overcast overcast overcast,sky-other-merged over airplane
car driving on road on road,car on road
person holding tennis racket tennis racket racket racket racket racket,person holding skateboard
sea-dotted grass beside grass beside grass beside grass,sea beside grass-merged
sky-other-other-sky-sky over snow over snow,sky-other-merged on snow
dirt-dirt-mer-mer-mer-mer-mer,flower on grass-merged
person standing on platform platform platform platform platform platform platform platform,person jumping from platform
sky-other----mer- sea-,sky-other-merged over sea
bird sitting on grass beside tree--merged-mergedgedged,person picking food-other-merged
pizza on cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard cardboard,pizza in cardboard
person in front of tv on table beside-wood-wood-,person beside light
sky-other-other-other-other-other-other-other,sky-other-merged wearing person
wall-other-other-other-other-other-other-other,wall-other-merged on back of tv
person looking at person at,person looking at person
person carrying handbagbagbagbagbagbagbagbagbagbagbag,person carrying handbag
person lying on bed,person holding person
person beside person beside,person talking to person
person sitting on stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs,person walking on stairs
person in front of front of,person in front of person
wall-other----mer-ged-ged-other-,wall-other-merged enclosing bed
person walking beside traffic light beside traffic light light light light light light light light,person beside traffic light
tree-tree-tree beside road beside road,tree-merged beside road
wall attached to to to to wall wall wall wall-otherotherotherother,floor-other-merged attached to sky-other-merged
tree-tree-gedgedgedgedged pavement pavement pavement pavement pavementged,tree-merged over pavement-merged
person walking on pavement on pavement on-mergedgedgedgedgedged,dining table on pavement-merged
person standing on pavement on pavement pavement-mergedgedgedgedgedged,person walking on pavement-merged
sheep standing on grass on grass-merged-mergedgedged,bird sitting on grass-merged
orange beside bowl of pizza beside bowl of apple,orange beside banana
skis on snow on snow on,skis on snow
person playing with surfboardboardboardboardboardboard,person beside surfboard
person about to hit hit sports ball sports ball ball ball ball ball ball ball,person looking at sports ball
bicycle beside person beside person,bicycle carrying backpack
fence-merged pavementged pavementged pavementged pavementged pavementged,fence-merged beside pavement-merged
person beside car beside,person leaning on car
person standing on surfboardboardboardboardboardboardboard,person on surfboard
tree-tree-tree beside river beside river,tree-merged beside water-other
bottle beside bottle beside person beside person,bottle beside wine glass
person holding knife to knife,person holding knife
person standing on surfboardboardboardboardboardboard,person on surfboard
kite over grass over grass over-,kite flying over sand
grass-grass in front of front of tree tree tree tree treegedged,grass-merged attached to tree-merged
person riding motorcycle motorcycle motorcycle,person sitting on motorcycle
car parked on wall beside wall beside-brickbrickbrickbr,backpack on wall-brick
person in front of of of of fence of fence of fencegedgedged,person in front of fence-merged
person sitting on chair beside chair beside,person beside chair
person beside person beside,person beside person
dog beside cow beside cow,sheep in front of sheep
sky-other-other-sky over-sky over-sky over-,sky-other-merged over building-other-merged
person in front of laptop,person looking at laptop
motorcycle parked on pavement beside fence wall wall wall wall wall wall,motorcycle driving on dirt-merged
person sitting on chair on chair,person sitting on chair
bottle attached to backpack carrying backpack carrying,donut on bottle
person carrying backpack carrying backpack,person beside person
paperbag attached to person beside person beside,paper-merged beside person
person on surfboardboardboardboardboardboardboard,person riding surfboard
person holding surfboard,person carrying surfboard
person walking on pavement on road on road,person walking on pavement-merged
person jumping from ceiling over snow------gedgedged,person jumping over snow
car driving on road on road,car in road
person in front of wall of wall wall-otherotherotherotherothermer,person in front of wall-other-merged
person standing on stairs stairs stairs stairs stairs stairs,person going down stairs
person standing on floor rug rug rug rug rug rug ruggedgedgedged,person standing on floor-wood
car parked on road on road,car on pavement-merged
elephant beside person beside person,person talking to person
bicycle parked on road beside road on,bicycle driving on road
giraffe in front of tree in tree-merged-merged,giraffe beside tree-merged
car in front of building beside building beside building buildingotherotherotherothermer,car beside building-other-merged
person walking on pavement on road beside road,person standing on pavement-merged
person carrying backpack backpack backpack,person carrying backpack
sky-other-other-sky-sky over building over building-other,sky-other-merged over building-other-merged
toilet on floor floor on-otherotherotherotherotherothermermer,toilet on floor-other-merged
person carrying backpack backpack,person carrying backpack
person standing on surfboardboardboardboardboardboardboardboard,person playing surfboard
person looking at person at person,person beside person
person standing on road beside road,person wearing road
bottle beside person beside person beside,bottle in front of person
person standing on pavement on pavement pavement pavement pavement pavement pavement pavement,person in front of banner
person holding bottle of,person holding bottle
person looking at motorcycle on motorcycle,person looking at motorcycle
pavementpavement-gedavement beside railroad crossing railroad railroad railroad railroad railroad,platform beside railroad
flower painted on pavement on pavement pavement pavement pavement pavement pavementgedgedgedged,teddy bear over pavement-merged
person looking at person at,person beside person
book on shelf beside shelf on table,book on shelf
elephant looking at tree at tree in tree-gedgedgedgedged,elephant on back of tree-merged
baseball bat on grass on dirt grass-mergedgedgedgedged,baseball bat on grass-merged
person riding horse on,person riding horse
person looking at person at,person beside person
bird standing on pavement on pavement pavement pavement pavement pavement pavement pavementgedgedged,bird standing on dirt-merged
bed leaning to wall beside wall beside wall-otherotherotherotherotherother,bed attached to wall-other-merged
zebra standing on grass on grass-mergedgedgedgedgedged,zebra eating grass-merged
tree-tree-tree beside road beside road,tree-merged enclosing road
sky-other-other-sky over building over building over building-other,sky-other-merged over building-other-merged
person sitting on grass on grass-merged-mergedgedged,chair beside playingfield
person walking on pavement pavement pavement pavement pavement pavementgedgedgedgedgedged,person standing on pavement-merged
truck parked on grass on grass-merged-mergedgedged,truck on grass-merged
bus leaning on wall beside wall beside wall-brick wall-brick,bus in front of building-other-merged
wall-cabinet in front of front of front of front of person,wall-wood in front of person
zebra beside kite beside kiteiteiteiteiteiteiteite,giraffe looking at giraffe
person standing on surfboardboardboardboardboardboard,person playing surfboard
motorcycle beside person beside person beside person,motorcycle beside person
person standing on pavement pavement pavement pavement pavement pavement pavementgedgedged,person walking on road
person touching person beside,person holding person
bus parked on road beside road beside road,bus on road
person riding horse on horse,person on back of horse
person standing on skateboardboardboardboardboardboardboardboardboard,person playing skateboard
person holding cup of cup,person holding remote
cake on table on table on table on table,cake over dining table
person standing on pavement on pavement pavement pavement pavement pavement pavement,person standing on pavement-merged
person in grass beside grass beside grass beside grassgedgedgedgedgedged,person standing on grass-merged
person holding handbagbagbagbagbagbagbagbagbagbag,person holding handbag
person holding umbrella beside,person holding handbag
dirt-mer-gedgedgedgedgedgedged grass grass grass,grass-merged attached to tree-merged
bear looking at water on river,bear in river
dog biting frisbee frisbeebeebeebeebeebee,dog looking at frisbee
sheep walking on grass grass grass grass grass grassgedgedgedgedged,horse standing on mountain-merged
person holding kite kite kite kite,person playing kite
dirt-dirt-dirt-dirt-dirt-,dirt-merged enclosing water-other
bus driving on road on road,bus driving on road
person sitting on boat on boat,person in boat
door-stuff attached to to wall wall wall-otherotherotherothermer,door-stuff on wall-other-merged
person standing on floor floor floor floor floor-other-mergedgedged,person standing on floor-other-merged
truck parked on grass on grass on-mergedgedgedgedged,car parked on grass-merged
horse looking at at grass on grass-mergedgedgedgedgedged,horse standing on grass-merged
person sitting on couch on couch,person lying on bed
sheep walking on grass grass grass grass grass grassgedgedgedgedged,bird standing on mountain-merged
person in front of rock wall wall wall wall wall wall wall,person looking at building-other-merged
train driving on railroad railroad railroad railroad railroad railroad railroad railroad,train on railroad
bottle on counter beside sink counter counter,bottle over bowl
person holding handbagbagbagbagbagbagbagbagbag,person holding skateboard
person holding spoon,person holding spoon
person holding teddy beareddy bear,person holding person
sky-other-other-sky over-sky over-sky over,sky-other-merged over truck
tree-tree in front of building beside building building building-otherotherother,tree-merged enclosing building-other-merged
person painted on wall beside building beside,tree-merged in front of building-other-merged
person beside handbag beside handbagbagbagbagbagbagbagbagbag,person sitting on chair
person about to hit hit sports ball sports ball ball ball ball ball ball ball,person throwing sports ball
person standing on playing on playingfieldfieldfieldfield,person running on playingfield
fence---mer-mer enclosingosingosingosingosingosing,wall-other-merged attached to playingfield
sky-other-other-sky-sky over skateboardboardboardboard,sky-other-merged over skateboard
sky-other-other-sky over-sky over-sky over-,sky-other-merged over car
person standing on pavement beside road beside,person looking at pavement-merged
kite flying over sky over sky over-otherotherotherotherothermer,airplane crossing sky-other-merged
person in chair on chair chair chair chair chair chair,person sitting on chair
train driving on railroad railroad railroad railroad railroad railroad railroad,train driving on railroad
person walking on pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person wearing wall-other-merged
building-other road beside road beside road beside road,car driving on road
person beside person beside person,person beside person
person standing on boat on,person in boat
bench on pavement beside pavement beside pavement beside pavement,bench on pavement-merged
person talking to person person,person talking to person
person looking at laptop at laptop,person looking at laptop
bear beside bear beside person,bear biting bear
person standing on snow on snow,person going down snow
dirt--merged-merged-merged-merged,pavement-merged attached to road
person carrying backpack carrying handbag,person carrying handbag
rug-mer-mergedgedged floor on floor floor-otherother,rug-merged on floor-wood
snow on snow on snow on snow on snow,person going down snow
person wearing handbagbagbagbagbagbagbagbag,person carrying handbag
sky-other-other-sky over building over building over-otherother,sky-other-merged over building-other-merged
bus parked on road on road,bus driving on road
buildingnow on gravel beside gravel beside gravel beside gravel,building-other-merged on grass-merged
person in front of of of of of of,laptop beside person
person standing on snow on snow-merged-mergedgedgedged,person on snow
door-stuff hanging from wall wall wall-otherotherotherotherothermer,door-stuff in wall-other-merged
fence---mer-mer enclosingosingosingosingosingosing,fence-merged enclosing grass-merged
tie hanging from person on person person person person,person in front of person
person holding handbagbagbagbagbagbagbagbagbag,person carrying handbag
cup on dining table on table table table,apple painted on dining table
tree-tree-treegedgedgedged-tree-mer-mer,tree-merged beside boat
person about to hit hit sports sports sports sports sports sports sports,person playing sports ball
horse on boat on,dog walking on boat
sky-other-other-sky over grass over grass over-merged,sky-other-merged over grass-merged
person holding tennis racket tennis racket racket racket racket racket,person holding tennis racket
person standing on surfboard on surfboard,person standing on bridge
tree-tree in front of building beside building beside building-otherotherother,tree-merged in front of building-other-merged
car parked on road beside road beside road,car parked on road
sky-other----mer-ged-ged-mer-,sky-other-merged over grass-merged
person sitting on dining table on table,person in front of dining table
light hanging from wall from wall-tile-tile-tile-,light hanging from wall-wood
train crossing bridge beside train bridge beside train bridge bridge bridge bridge bridge bridge bridge,train crossing bridge
person swinging tennis racket tennis racket racket racket racket racket racket racket racket racket,person swinging tennis racket
person about to hit hit sports ball sports ball ball ball ball ball ball ball,person about to hit sports ball
person standing on pavement floor pavement pavement pavement pavement-mergedgedgedged,person standing on pavement-merged
person holding cell phone to cell phone,person holding cell phone
light hanging from ceiling from ceiling light-light-light-light-light,light hanging from ceiling-merged
clock hanging from wall from wall-tile-tile-tile,clock hanging from building-other-merged
potted plant parked on pavement on pavement pavement pavement pavement pavement pavement pavement pavement,bicycle parked on pavement-merged
person playing sports ball ball ball ball ball ball ball,person chasing sports ball
floor----mer-ged-ged-mer-mermer,paper-merged holding laptop
grass enclosing enclosingosingosingosingosingosingosingosingosingosingosing,fence-merged enclosing playingfield
person sitting on traffic light beside car light car light car light car,person in front of person
person holding cell phone to cell phone,person holding toothbrush
person looking at horse at horse,person looking at horse
person sitting on train,person driving train
surfboardboard in sea in sea,surfboard in sea
person beside person beside person,door-stuff beside window-other
person standing on road on road,person crossing road
spoon on dining table dining table table table table table,cup on table-merged
suitcase leaning on couch on couch,suitcase on suitcase
elephant beside elephant beside elephant elephant elephant elephant elephant,person looking at elephant
dirt-mer-mergedgedgedged grass grass grass-mer,fence-merged enclosing grass-merged
person standing on stairs stairs stairs stairs stairs stairs stairs,person sitting on boat
umbrella on sand on sand,umbrella on sand
car parked on road on road,truck on road
person wearing baseball glove glove glove glove glove glove glove,person wearing baseball glove
wall-other-other-other-other-other-other-other,boat parked on river
spoon on dining table dining table table table table,fork on dining table
person wearing tie,person carrying backpack
cow in front of tree beside of tree beside tree-mergedgedged,cow in tree-merged
hot dog attached to hot dog dog dog dog dog dog dog dog dog dog,hot dog beside hot dog
motorcyclecycle parked on pavement on pavement pavement pavement pavementgedgedged,motorcycle parked on road
person looking at at platform at platform platform platform platform platform platform platform platform platform,person looking at pavement-merged
ceilingboardboardboard hanging from wall wall wall wall wall wall wall wall,cabinet-merged attached to wall-other-merged
person beside person beside,person in person
floor-floor to-other-otherotherotherotherotherotherotherother,table-merged attached to wall-other-merged
skateboard lying on pavement on pavement pavement pavement pavement pavementgedgedged,skateboard driving on pavement-merged
person sitting on chair chair chair chair chair chair chair,person looking at cake
person standing on playing on playingfield playingfield,person walking on playingfield
person standing on playing playing playing playing playing,person walking on playingfield
person playing with skis on snowboardisis,person wearing skis
person talking to person person,person looking at person
person holding bottle of bottle,person holding knife
person standing on snow on,person standing on snow
person holding umbrella,person holding umbrella
person looking at kite kite kite kite,person looking at kite
table-et-gedgedgedgedgedgedgedgedgedged-,bed attached to wall-other-merged
person in front of door beside door beside-otherotherotherotherotherother,person in front of door-stuff
sky-other-other-sky overcast overcast overcastiteite,sky-other-merged over surfboard
horse lying on grass on grass-merged-mergedgedgedged,bear eating grass-merged
ceiling--mer-mergedgedged over over person over,ceiling-merged on person
sky over-tree over-tree over-tree tree-mergedged,sky-other-merged over tree-merged
person in front of sea,surfboard on sea
person on sea,person playing with sea
zebra standing on dirt dirt dirt dirt-mergedgedgedgedged,zebra standing on dirt-merged
sky-other----mer-ged-tree-tree-,sky-other-merged over tree-merged
bird standing on dirt dirt dirt-mergedgedgedgedgedgedged,bird standing on dirt-merged
person walking on pavement on pavement pavement pavement pavement pavementgedgedgedged,person walking on pavement-merged
laptop on table beside table table table table tablegedgedgedgedged,suitcase leaning on table-merged
elephant looking at elephant at elephant,horse attached to horse
person playing skateboardboardboardboardboardboardboardboardboardboardboardboard,person playing skateboard
person beside car beside,person in front of car
sky-other----mer-mer-tree-tree-,sky-other-merged over tree-merged
person leaning on wall beside wall-otherotherotherotherothermergedged,person in front of fence-merged
person driving on train,person driving train
person holding toothbrush toothbrushbrushbrush,person biting toothbrush
person carrying handbag beside handbagbagbagbagbagbagbagbagbag,person carrying backpack
car parked beside of building beside of boat boat boat boat boat boat boat boat,car beside building-other-merged
person holding cell phone cell phone phone phone,person looking at cell phone
person standing on playing playing playingfield playingfield,person wearing playingfield
motorcycle parked on floor floor floor floor floor floor floor floor floor floor,bicycle parked on floor-wood
person wearing tennis racket racket racket ball ball ball ball ball ball ball ball ball,person holding sports ball
dog sitting on couch on couch,dog sitting on couch
sky-other---- over over over snow over,sky-other-merged over sand
person standing on playing playing playingfield playingfield,person standing on playingfield
fence-brick beside bicycle beside bicycle beside bicycle,fence-merged beside bicycle
person holding umbrella umbrella umbrella,person picking umbrella
person lying on towel on sand,person lying on towel
airplane parked on pavement on pavement pavement pavement pavement pavement pavement pavement,airplane parked on road
boat parked on water on,boat parked on sea
person beside person beside person beside,person beside person
person jumping over platform platform platform platform platform platform platform platform platform,skateboard on floor-other-merged
grass-mer-mergedgedgedgedged road beside road,pavement-merged attached to road
person holding handbagbagbagbagbagbagbagbagbagbag,person beside handbag
sky-other---sky over sea over sea,sky-other-merged over sea
bus driving on road on road,bus on road
person standing on snow skis,person standing on snow
person beside person beside,car beside car
light hanging from tree beside tree beside tree beside tree beside treegedgedged,light beside tree-merged
person driving bus,person driving bus
person beside person beside,person looking at person
tv attached to to wall beside wall beside wallotherotherotherotherotherother,laptop in front of wall-other-merged
person in front of person beside person beside,person beside person
umbrella beside umbrella beside umbrella beside,umbrella over person
rock-rock-rock-rock cow cow cow cow cow cow cow cow,fence-merged in front of cow
fork on dining table dining table table table table table,knife on dining table
elephant walking on dirt on dirt on-mergedgedgedgedged,elephant walking on dirt-merged
person wearing baseball glove wearing baseball glove glove glove glove glove glove glove glove glove,person wearing baseball glove
person sitting on bench on bench,person sitting on bench
person wearing tie,person wearing tie
person touching dog dog,person looking at dog
person holding tennis racket racket racket racket racket racket racket,person swinging tennis racket
bottle on dining table on table table,bottle on dining table
person standing on pavement on pavement pavement pavement,person standing on pavement-merged
skateboard flying over stairs on floor floor floor floor floor floor floor floor,skateboard over pavement-merged
sheep standing on grass on grass grass grass grass grass grass grass grass grass,sheep standing on grass-merged
chair leaning on to wall beside wall beside wall-tiletiletiletiletile,toilet on back of wall-wood
person riding motorcycle motorcycle,person on motorcycle
grass-grass enclosing enclosing enclosingosing,grass-merged beside sea
paper attached to to dining table table table table table table table,paper-merged on table-merged
person walking on grass playing on pavement-merged-mergedgedged,person standing on playingfield
person wearing tie,person wearing tie
person standing on pavement pavement pavement pavement pavement pavement,person standing on road
person walking on pavement on pavement on pavement-mergedgedgedgedged,person crossing pavement-merged
person sitting on rug rug rug rug rug rug rug rug ruggedgedged,person walking on floor-other-merged
person touching toilet bowl toilet bowl,person climbing toilet
dog lying beside teddy bear bear bear bear bear bear bear bear bear bear,teddy bear beside teddy bear
bird flying over tree over tree over grass over-mergedgedgedged,bird flying over tree-merged
cup on dining table beside dining table beside table,food-other-merged on dining table
sky-other-other-sky over pavement over pavement over pavement over,sky-other-merged over pavement-merged
sandwich on dining table on table table table table,carrot on dining table
person looking at person at,person looking at person
person looking at at book at,person talking to person
person standing on snowboardboardboardboardboardboardboardboardboardboardboard,person playing snowboard
person in front of tree in tree-merged tree-mergedged,person in front of tree-merged
person looking at laptop at laptop table table table table,person carrying suitcase
horse standing on grass on grass on-mergedgedgedgedgedged,horse attached to grass-merged
person looking at kite kite kite kite,person looking at kite
truck parked on pavement on pavement pavement pavement pavement pavement pavement pavement,truck driving on road
person standing on pavement pavement pavement pavement pavement pavementgedgedgedgedgedged,person walking on pavement-merged
grass-grass-mer-gedgedgedgedosingosingosingosingosing,fence-merged in front of horse
person in front of suitcase beside,person sitting on suitcase
cow standing on dirt pavement on dirt-mergedgedgedgedgedged,horse standing on gravel
person wearing tie,person wearing tie
cabinetet attached to back of back of back of,door-stuff on person
person touching horse horse,person guiding horse
mirrorror-tile-tile-tile-tile-tile-tile,wall-other-merged holding potted plant
kite flying over sky over building over-otherotherotherotherothermer,kite in sky-other-merged
person standing on pavement on pavement pavement pavement pavementgedgedgedgedgedged,parking meter beside pavement-merged
person holding cell phone cell phone phone phone phone,person holding cell phone
dog jumping over grass grass grass grass grass grassgedgedgedgedgedged,dog jumping from grass-merged
